Time,Temp,6011 nw-2-1B,6010 nw-2-11,6009 nw-2-0F,6008 nw-2-0E,6007 nw-2-0D,6006 nw-2-09,6005 nw-2-08,6004 nw-2-07,6003 nw-2-05,6002 nw-2-02,6001 nw-2-01,f-6011 nw-2-1B,f-6010 nw-2-11,f-6009 nw-2-0F,f-6008 nw-2-0E,f-6007 nw-2-0D,f-6006 nw-2-09,f-6005 nw-2-08,f-6004 nw-2-07,f-6003 nw-2-05,f-6002 nw-2-02,f-6001 nw-2-01
370,25.472,4,4,0,2,1,2,1,1,0,5,1,3.88421,0,0,0,0,4.81587,0,0,0,0.11503,0
371,25.4827,1,0,0,3,2,2,2,0,1,3,0,2.87116,0.7572,0,1.10846,0.17271,2.02404,0.75774,0.49737,0,5.16507,0.16044
372,25.4926,0,0,0,4,0,2,1,0,0,1,0,0.68882,0,0,3.1002,1.26982,1.7546,2.07227,0,0.60539,2.37028,0
373,25.5032,2,1,0,0,0,1,0,0,1,3,0,0,0,0,3.17718,0,1.71658,1.67412,0,0,1.46009,0
374,25.5036,1,3,3,1,0,4,1,2,0,4,1,2.3593,1.00418,0,0,0,1.14592,0,0,0.18702,3.67315,0
375,14.8175,4,1,0,1,0,4,1,0,0,5,1,0.07933,3.25941,2.94315,1.263,0,4.4753,1.0458,1.36676,0,3.36738,1.54466
376,13.5233,4,5,0,3,1,1,0,1,0,4,1,4.46964,1.13654,0,1.07527,0,4.02878,0.17061,0,0,5.24523,1.20991
377,13.4637,1,0,2,0,4,3,2,0,0,4,3,4.37021,0.91005,0,1.55034,1.14582,0.70114,0,0.47823,0,3.43599,0.18959
378,13.4751,1,1,0,4,1,1,1,0,0,1,0,1.06111,0,1.04308,0,2.87298,1.99185,1.45906,0,0,4.08295,1.92471
379,13.6679,3,2,1,0,0,0,2,1,1,2,1,1.90787,1.94183,0,2.5624,0.95461,0.86086,1.61392,0,0,1.23166,0
380,13.9421,1,2,0,2,2,5,3,0,2,0,3,2.21333,0.61425,0.77445,0,0,0,1.23279,0.62283,1.24359,1.5228,0.17001
381,14.232,0,3,0,1,0,2,2,1,0,1,0,0.27238,1.18,0,1.85505,1.15768,4.57624,2.33444,0,0.93856,0,2.11407
382,14.5682,0,2,0,2,0,2,0,1,1,7,1,0,3.16251,0,1.10119,0,2.03764,1.95104,1.01931,0,1.3615,0
383,14.9282,0,1,0,0,2,2,2,0,1,4,0,0,3.70819,0,1.62143,0,2.86367,0,0.59192,0.47979,6.70348,0.07281
384,15.2688,1,2,0,3,3,1,4,0,2,4,1,0,0.53813,0,0,0.85162,1.42241,2.22888,0,1.02048,6.01063,0
385,15.6279,0,0,0,1,0,0,0,0,0,3,0,0.65899,1.78544,0,2.98209,2.80497,0.78583,4.77139,0,1.72796,4.03529,0.86224
386,16.017,1,2,0,0,2,4,1,2,0,2,1,0,0,0,1.31576,0,0,0,0,0,3.67044,0
387,16.3911,1,3,0,0,0,4,0,1,1,2,0,0.25289,2.10029,0,0,0.43036,3.976,0.42776,0.75592,0,0.9646,0.27122
388,16.7383,2,0,0,1,0,4,1,0,0,4,0,1.85343,2.5051,0,0,0,3.31796,0,0.73378,0.71146,2.04869,0
389,17.0829,2,1,0,2,1,2,1,1,3,4,2,0.99389,0,0,0.24396,0,4.66646,0.05721,0,0,4.00749,0
390,17.3888,0,2,2,0,2,0,1,0,1,8,1,1.94086,1.12701,0,1.15318,0.08792,1.9471,1.1718,0.95687,2.27262,6.05449,0.6238
391,17.6556,2,1,0,6,0,1,4,0,1,3,1,0,1.45601,0.90008,0,1.4171,0,1.67376,0,0.81762,7.28472,0.42073
392,17.9554,0,0,1,2,2,4,0,0,1,2,1,0.66294,0.8964,0,9.00442,0,1.00832,3.10631,0,1.09358,3.11223,1.08829
393,18.2462,5,2,1,1,1,6,5,1,1,1,3,0,0,0.03308,2.91794,0.19804,3.82407,0,0,1.29403,0.64541,1.45487
394,18.5141,0,3,0,3,2,2,0,0,2,7,2,4.26669,0.64718,0.2632,1.53011,0.4591,8.31812,4.23714,0.40957,0.43014,1.45483,1.3175
395,18.8047,1,3,0,1,0,4,0,0,1,1,0,0,3.57579,0,2.98084,1.88856,2.09857,0,0,2.56073,6.25346,1.94556
396,19.0492,2,3,0,2,2,4,1,0,0,6,1,0.44951,2.4757,0,1.74153,0,3.6941,0,0,1.21873,1.62855,0
397,19.2765,4,1,1,3,2,2,0,0,1,4,1,2.71798,2.36967,0,0.30576,1.72236,5.15517,0.33229,0,0,5.17558,0.26803
398,19.4958,0,0,0,3,0,0,0,0,0,3,1,3.65349,0.88518,0.3588,3.98315,1.90218,2.51491,0,0,0.59247,5.01531,0.60276
399,19.732,2,2,2,2,0,2,6,1,3,2,1,0,0,0,2.19956,0,0,0,0,0,3.82392,1.31056
400,19.9169,2,3,0,3,2,0,1,0,0,4,2,2.20133,0.71246,0.60416,2.69037,0,0.69398,6.14397,0.26347,1.64064,2.63803,0.68126
401,20.0606,0,1,0,2,2,1,1,0,0,3,0,1.88887,1.7325,0,3.06036,2.59709,0,0.68312,0,0,4.50717,1.37874
402,20.2577,3,0,0,1,2,4,1,0,3,4,1,0,0.97856,0,1.44487,2.32504,1.04343,1.97091,0,0,3.98839,0
403,20.3135,0,2,1,1,1,3,0,1,2,8,1,0.92865,0,0,0.5762,0.16563,4.02319,0.01292,0,2.25227,2.77552,0.12025
404,20.5091,4,5,0,1,0,2,0,1,0,5,1,0,1.01406,0.52158,0.4779,0.75456,2.50373,0,0.05694,1.79775,7.03212,1.20787
405,20.6487,1,0,0,1,0,2,1,0,1,1,0,5.36974,4.9273,0,1.02408,0,2.01333,0,0.96458,0,2.9092,0.09875
406,20.8069,1,2,0,4,2,3,1,1,0,4,2,1.50383,0,0,1.32851,0,2.82887,0.1141,0,0.6856,1.46859,0
407,20.9048,2,2,1,1,0,5,4,0,3,5,0,1.01637,0.8418,0,3.15677,1.04658,3.13379,1.36375,0.2463,0,4.54958,0.83796
408,21.0454,0,0,0,4,2,2,1,0,1,3,1,1.89016,1.4911,0.79355,1.71727,0,4.8427,3.09205,0,2.31648,4.18471,0
409,21.1626,1,2,0,1,0,6,3,0,0,5,1,0,0,0,3.96239,1.92062,2.96632,1.05205,0,0.95416,3.43724,0.61081
410,21.2984,2,3,0,3,1,2,1,0,0,2,1,1.0853,0.4512,0,1.43225,0,4.67628,2.11481,0,0,4.21761,1.49194
411,21.4244,2,1,0,2,0,1,0,1,0,1,0,1.98403,2.34317,0,3.19294,0.52721,1.95841,0.30422,0,0,2.56515,0.46954
412,21.5356,4,5,1,1,0,6,5,0,1,4,4,2.04207,1.85429,0,0.7481,0,1.70527,0,0.2053,0,0.02454,0
413,21.6604,3,1,0,0,0,0,0,0,1,1,3,2.77324,0.86364,0.04074,0.76206,0,5.98987,4.19962,0,0.87267,4.10153,3.08112
414,21.7428,7,1,4,1,3,0,0,1,2,2,2,2.6739,0.63839,0,0,0,0,0,0,1.36563,1.82096,2.18774
415,22.1571,1,4,2,4,0,0,2,3,1,1,1,6.29963,1.66049,4.29606,1.59826,2.58465,0,0,1.7138,1.56829,1.71221,2.05005
416,22.1226,2,1,1,2,4,2,2,0,0,2,3,1.1161,4.30974,2.24721,3.35577,0,0,1.1967,2.19768,0.64317,1.10605,1.77937
417,22.0102,3,1,0,3,0,3,1,1,1,4,1,2.0372,1.24791,0.58511,2.42605,1.59704,2.25588,1.22893,0,0,2.90982,1.49069
418,22.1048,3,1,0,2,0,1,0,1,0,3,1,4.2875,1.65267,0,3.73981,0,2.2133,0.95963,1.98246,0.83527,3.85304,1.24631
419,22.1689,2,2,0,4,1,4,3,0,1,4,1,3.09622,1.13592,0,0.70537,0,1.34233,0,0.00456,0,3.05851,1.36163
420,22.217,3,4,0,1,1,6,2,1,2,4,0,2.42288,0.36514,0,3.52988,0.12647,4.43728,0.92805,0,0.15911,4.67859,0.14273
421,22.3314,0,0,0,0,0,2,1,0,0,5,0,2.88767,2.86588,0,0.98155,0.63787,5.66041,1.20596,0.59935,1.46822,3.54263,0
422,22.4224,0,1,0,2,1,3,1,0,1,2,0,0,0,0,0,0,3.79417,1.02692,0,0,5.01827,0
423,22.5546,1,3,0,2,2,3,0,0,1,6,1,0,0.19388,0,1.5571,0.21581,2.66391,0.57805,0,1.98917,3.69967,0
424,22.6651,2,1,1,2,2,3,0,0,2,2,1,0.01156,1.57098,0,1.356,1.19762,3.52842,0,0,0.0053,5.50372,0.5641
425,22.7581,0,0,0,3,0,2,1,0,0,1,0,1.49646,0.62622,0.62436,2.44525,1.94154,3.26553,0,0,1.14037,1.87264,0.9246
426,22.8298,1,2,0,1,0,0,3,0,0,3,1,0,0,0,2.68221,0,1.49348,1.02588,0,0,1.15413,0
427,22.9034,0,1,0,1,2,4,1,0,1,4,2,0.22558,0.79496,0,0.72662,0,0,3.78396,0,0,3.546,0.27769
428,22.9323,0,0,0,3,0,4,2,0,1,5,1,0,0.6114,0,1.38588,1.42146,4.05562,0.27416,0,0.27825,5.21277,1.578
429,22.9619,0,1,0,2,0,4,0,0,1,1,1,0,0,0,2.81217,0,4.06817,1.44136,0,1.20736,5.25073,1.94326
430,22.9675,1,1,1,2,0,1,1,2,3,4,0,0,0.02815,0,2.29777,0,3.5,0,0,0.34961,0.11797,0.0125
431,23.0784,1,1,0,0,1,3,1,0,0,4,1,1.49851,1.39931,0.52044,1.18531,0,1.56235,0.55119,1.17042,1.8522,5.05685,0
432,23.1589,0,1,0,0,1,2,2,0,0,4,2,0.0053,1.08807,0,0,0.17213,2.21348,1.02522,0,0,5.14627,1.55724
433,23.2019,3,0,1,3,1,4,1,0,0,3,1,0,0.08203,0,0,1.11442,2.93783,2.48375,0,0,3.56576,0.36705
434,23.2326,0,2,0,1,0,2,0,1,1,6,0,1.2303,0,0.49422,2.86945,0.63385,3.84458,1.10011,0,0,3.23552,0.51834
435,23.2684,3,1,0,0,0,2,2,0,0,4,0,0,2.27098,0,0.88524,0,2.72052,0,0.49022,0.94265,6.22621,0
436,23.3232,1,3,1,3,3,3,3,0,2,6,1,3.02214,1.92771,0,0,0,1.61346,1.97171,0,0,4.37122,0
437,23.4237,2,1,1,1,0,2,2,1,0,3,3,0.24195,1.80477,0.11175,1.3383,2.84112,3.12076,2.84737,0,0.82968,6.062,1.61875
438,23.5089,0,0,0,1,1,1,1,0,0,6,0,0.71062,0.78422,0.41072,1.06777,0,3.03916,1.62844,0.83213,0,3.62363,2.54557
439,23.5722,1,0,3,2,1,2,0,0,2,8,1,0,0,0,1.25673,0.03781,0.39396,0.99013,0,0,6.46172,0
440,23.6722,2,2,0,2,1,3,4,0,1,3,1,0.35433,0,1.01088,2.89332,0.14967,0.64716,0,0,0.55128,7.28193,0.20862
441,23.7481,2,1,0,0,0,0,3,0,1,3,0,2.07501,1.3117,0,1.55257,0.69983,2.64426,3.81408,0,1.09196,2.09614,0.662
442,23.8045,1,2,0,0,0,1,1,0,0,2,1,2.30202,1.53635,0,0,0,0,2.66277,0,0.69645,4.11394,0
443,23.8157,2,1,0,3,0,3,4,1,2,4,1,0.24758,0.46044,0,0,0,0.12591,1.67199,0,0,1.9204,0.10377
444,23.8798,1,1,0,2,2,1,2,1,3,5,2,1.25044,0.31145,0,2.7329,0,3.47971,2.7257,0.58601,2.05025,5.44591,0.44861
445,23.9478,0,0,0,2,0,2,1,0,2,6,0,0.91726,0.88036,0,2.80826,1.75286,1.57691,2.41148,0.77161,2.54823,5.17686,1.36244
446,23.9942,0,4,0,6,0,2,2,0,1,7,1,0,0,0,2.1286,0,0.46122,1.26934,0,2.08232,5.40828,0
447,24.0462,1,1,0,0,0,2,1,0,1,3,1,0,1.12028,0,4.05516,0,0.96532,0.16168,0,1.36424,7.41506,0.16532
448,24.1134,1,2,0,1,0,1,3,1,0,2,1,0.56209,0.49075,0,0,0,1.53548,1.40055,0,0.8047,3.81954,0.60151
449,24.1507,0,0,0,1,1,2,2,0,2,3,3,0.75294,1.91016,0,0.36948,0,1.1913,2.67712,0.87879,0,2.35201,1.76781
450,24.2233,1,2,0,0,1,1,0,0,1,2,2,0,0,0,0.95906,1.04366,2.91211,0.55978,0,0.17812,2.27481,2.83366
451,24.2934,1,4,0,2,0,3,4,0,2,3,1,0.60244,0.68318,0,0,0.47837,0.25805,0,0,0.55891,1.90796,1.33548
452,24.3358,1,3,1,3,1,1,3,0,0,3,0,1.24149,4.95535,0,2.15542,0,2.99805,4.81797,0,1.69086,3.02455,0.83844
453,24.3649,2,4,0,0,1,3,0,0,2,5,1,1.32633,4.34044,0.53285,2.75727,0.08693,1.27003,3.80204,0,0,4.12136,0
454,24.3948,1,2,0,1,0,2,3,1,1,4,0,1.36452,1.91019,0,0,0.24766,0.91632,0,0,0.71906,4.49413,0.34588
455,24.4145,1,1,0,0,0,1,0,0,0,4,0,1.23061,1.5504,0,0.72357,0,3.11994,2.57164,0.90444,0.74685,4.81848,0
456,24.449,2,4,0,2,1,3,0,0,0,5,2,1.81036,1.78325,0,0,0,0.27927,0,0,0,3.8169,0
457,24.4807,1,1,0,1,2,1,0,0,1,3,0,1.19855,0.7937,0,0.2879,0.20953,3.14332,0,0,0,4.65232,0.50858
458,24.5525,0,0,0,2,1,4,1,0,0,2,0,0.6687,0.71568,0,1.73176,2.01274,1.37538,0,0,0.63741,3.26439,0
459,24.6123,0,3,0,1,2,1,2,1,1,5,4,0,0,0,1.85929,1.99617,4.54374,1.71967,0,0,1.65155,0
460,24.6666,3,1,0,1,1,4,1,0,2,3,2,0,0.87969,0,1.05315,0.95437,1.48685,0.6888,0.14302,0.15964,3.23617,2.26336
461,24.7016,2,0,0,1,3,1,5,0,0,5,0,3.8695,0.74298,0,0.56883,1.20184,4.26494,1.6124,0,1.45986,4.39265,1.386
462,24.7133,0,0,0,1,1,2,1,1,2,9,3,1.97986,0,0,1.18154,4.09911,0.08686,4.41247,0,0,5.10798,0
463,24.7505,1,2,0,1,0,2,2,1,2,2,3,0,0,0,0.74833,0.27074,0.2105,1.12805,0.35089,0.36974,7.99954,0.47919
464,24.7903,3,0,0,2,0,1,0,1,0,2,0,1.50215,1.25628,0,0.53106,0,3.28798,1.62684,1.59047,0.62628,2.9404,2.07684
465,24.8313,4,4,0,2,2,2,3,0,1,4,2,3.18239,0,0,2.2094,0,0.45146,0,0.35344,0,2.55926,0
466,24.8637,3,1,0,0,0,2,1,1,1,9,0,3.54431,0.90676,0,1.9388,0.57332,0.5699,2.83954,0,1.01251,3.76749,0.43766
467,24.9104,0,0,0,1,0,3,1,1,0,2,0,2.72826,0.55908,0,0,0,2.15877,0.02868,1.1402,0.75021,8.23407,0
468,24.9489,0,4,1,1,1,1,0,0,2,5,0,0,0,0,0.08537,0,3.31519,0.17216,0.53465,0,3.09327,0
469,24.9808,1,1,0,0,1,4,2,0,0,3,3,0,1.33504,0.18634,0.39163,0.16234,1.22139,0,0,0.28292,3.43255,0
470,25.0097,2,1,0,1,1,2,0,0,3,1,1,1.07527,0.68721,0,0,0.56316,2.28612,1.21128,0,0,3.88255,1.76508
471,25.0303,0,2,1,1,1,1,3,0,3,5,1,1.03853,1.24366,0,0.07823,1.81739,2.45006,0,0,2.75438,1.4169,1.18183
472,24.9822,2,0,0,1,1,2,0,1,0,5,2,0,0.23277,0.00508,0.18805,0.04982,0.24267,2.24096,0,2.20242,5.53066,0.49424
473,24.9915,1,1,0,1,0,1,1,1,0,7,0,1.72657,0,0,0.29679,0.36396,1.85376,0,0.39372,0,4.38236,0.90624
474,25.0081,2,3,1,1,0,2,1,0,2,9,1,1.67146,1.72504,0,1.66208,0,1.22046,1.27919,0.88682,0,6.90991,0
475,25.0125,0,1,0,1,2,1,1,0,1,4,3,1.32595,0.60242,0.08827,0.18134,0,1.91073,1.02971,0,0.29042,12.21657,0.08446
476,25.0055,1,3,0,0,0,2,2,0,0,6,1,0,0.5586,0,0.54315,0.96408,1.38137,0.00305,0,0.48915,5.34295,2.33865
477,25.0295,0,1,0,2,0,2,1,0,1,3,0,0.86408,3.56951,0,0,0,2.19613,2.00446,0,0,6.25086,0.96401
478,25.037,2,0,0,2,0,0,1,0,1,2,3,0,0.0436,0,2.3832,0,0.91119,1.96224,0,0.38818,4.02446,0
479,25.0387,3,3,1,2,0,4,3,0,1,4,0,1.67673,0,0,1.90271,0,0,0.7267,0,0.68829,3.1723,2.31759
480,25.0341,2,0,0,3,1,1,1,0,3,5,0,3.27694,2.78898,0.69794,1.81461,0,3.72881,4.2224,0,1.05959,5.50476,0
481,25.0581,2,2,2,4,0,2,2,1,2,5,1,2.44963,0,0,3.44843,0.80116,0.90569,1.28479,0,3.28947,5.56377,0
482,15.4415,2,5,0,5,1,4,2,0,0,3,1,0.88086,2.09108,1.09926,3.37195,0,2.34935,2.36691,0.84282,1.67595,5.32307,0.14346
483,14.3119,4,1,1,3,0,1,0,1,0,7,0,2.5018,5.73187,0,4.7622,0.42527,4.88254,1.1199,0,0,2.45446,0.7142
484,14.1545,2,0,0,3,2,4,0,0,0,7,4,3.86835,1.26784,0.59338,3.09796,0,1.14832,0,0.24724,0,8.21693,0
485,14.1977,3,2,0,2,0,5,4,1,2,5,1,2.00575,0,0,2.45046,0.53664,3.25433,0,0,0,6.78385,0.9708
486,14.3319,3,0,0,0,0,1,2,1,1,3,1,3.90284,0.9796,0,1.50812,0,4.77481,3.14054,0.71846,1.84244,5.92603,0.67496
487,14.4985,1,2,1,0,1,3,1,1,0,2,1,2.20147,0,0,0,0,1.78432,2.71561,1.02788,0.91318,3.23239,1.07656
488,14.7211,1,1,0,2,0,2,2,0,2,4,0,0.67296,0.68238,0.17397,0,0.25623,1.9387,1.43099,0.27612,0,2.01679,0.82467
489,14.99,4,1,0,1,0,2,1,0,0,2,2,1.21544,0.62492,0,2.76486,0,2.55895,1.39051,0,1.47424,4.7651,0
490,15.2356,0,2,0,4,1,4,1,0,1,3,0,3.53706,1.05607,0,0.22782,0,2.07361,0.3363,0,0,1.37808,1.71874
491,15.5269,5,5,0,4,0,2,3,0,3,2,1,0,1.70381,0,5.2477,0.2031,3.24332,1.08044,0,0.16503,3.17059,0
492,15.8213,2,2,0,3,4,2,2,0,1,1,1,5.49641,2.66905,0,3.63037,0,1.97456,5.60649,0,1.68261,1.04456,0.47816
493,16.1384,2,1,0,5,0,3,2,0,1,4,0,3.01379,2.31953,0,3.27106,5.51114,2.41671,1.26361,0,0.93871,1.87037,0.91015
494,16.4544,1,1,0,2,1,6,1,1,0,8,1,1.26888,0.43029,0,4.68957,0,4.29717,2.29016,0,0.94977,3.47445,0
495,16.7486,2,1,0,2,0,2,1,0,1,2,1,1.45527,0.34148,0,3.34572,0.23276,6.25202,0.50987,0.3191,0,7.77941,0.38975
496,17.057,1,0,1,3,0,1,3,1,1,3,0,1.83294,0.69742,0,1.63969,0,1.90074,1.79491,0,0.70882,3.2282,0.71692
497,17.3468,0,1,0,0,1,2,0,1,0,2,1,0.44545,0,0.76125,2.35701,0,0.34152,1.18656,1.54193,0.97545,2.74533,0
498,17.6215,1,1,0,1,2,2,2,1,2,6,1,0,0.20132,0,0,0.54671,2.00507,0,0.28468,0,1.75035,0.13208
499,17.8548,1,0,1,1,0,2,2,0,0,0,1,0.56194,0.70753,0,1.61671,1.30802,2.81026,2.7801,0.62188,1.56578,5.25098,0.54022
500,18.1081,2,1,1,1,0,4,2,0,0,1,1,1.89692,0,1.06248,0.16326,0,2.02268,1.10572,0,0,0,1.7145
501,18.3094,2,3,0,0,1,3,2,0,1,8,0,1.17942,0.13154,0.89066,0.08948,0,3.72307,1.08456,0,0,1.68671,0.19328
502,18.5597,1,0,0,2,0,2,0,0,0,3,2,2.66536,2.09379,0,0,0.64822,4.07599,1.12568,0,0.24031,8.79337,0
503,18.7946,1,3,0,1,2,1,3,1,0,3,0,0.50413,0,0,1.32725,0,2.52275,0,0,0,3.75621,1.98426
504,19.0005,1,2,0,2,1,2,0,0,0,4,1,0.63197,1.04145,0,1.18668,1.07338,0.30486,2.21007,0.4967,0,3.20681,0
505,19.2004,2,2,1,1,0,2,0,0,1,3,2,1.04069,1.18808,0,1.5903,0.57217,1.1093,0,0,0,4.00436,0.44566
506,19.4064,0,0,0,3,1,4,0,0,1,4,0,1.81631,1.89438,0.80877,1.28064,0,2.45042,0,0,1.37322,3.46488,1.7646
507,19.597,1,1,0,2,0,0,2,2,0,6,1,0,0,0,1.83635,0.39596,3.4089,0,0,0.53932,4.66031,0
508,19.7634,0,3,0,1,0,2,1,2,1,5,2,0.25678,1.02475,0,1.2059,0,0,1.05296,1.70057,0,5.46519,0.41599
509,19.9602,1,2,0,2,1,1,3,0,0,1,0,0,3.80695,0,1.77715,0,2.5287,1.22497,1.97826,0.82305,5.74511,1.83066
510,20.099,1,4,0,3,3,5,1,1,1,3,0,1.20949,3.1036,0,1.60699,1.01307,1.29775,2.83309,0,0,2.41098,0
511,20.2897,0,1,0,2,2,3,3,1,0,4,2,0.34787,1.80633,0,3.3095,2.29834,4.27891,1.50879,0.44602,0.36301,2.86474,0
512,20.3232,2,0,0,2,1,2,1,0,1,0,0,0,0.72054,0,3.54148,1.94833,3.47667,2.93711,0.96891,0,4.34932,1.6977
513,20.5017,0,1,1,2,2,0,1,0,3,5,1,1.75444,0,0,1.55934,1.9091,1.75183,0.8429,0,1.31656,0,0
514,20.6316,3,2,0,3,2,2,1,1,1,2,2,0,0.09766,0.37456,1.41923,0.61306,0,1.06417,0,2.84031,5.43921,1.15002
515,20.7992,1,0,0,1,1,0,1,0,1,4,0,2.99139,1.21302,0,3.66446,2.09805,1.61962,1.82657,0.7836,1.0001,0.8829,1.09531
516,20.9197,0,1,0,1,0,0,2,1,2,4,1,1.16479,0,0,0.21426,1.05124,0,0.16194,0,1.36485,4.12197,0
517,21.0633,1,3,0,4,2,1,2,0,2,1,1,0,0.10687,0,1.07899,0,0,0.44558,0.87172,2.11013,4.04585,0.34072
518,21.1701,3,0,2,3,1,4,4,1,0,2,1,1.18684,1.98144,0,4.53665,1.21284,1.54925,1.4076,0,1.0992,1.90746,0.55275
519,22.0127,4,0,0,1,0,1,3,0,0,1,1,3.28885,0,1.1326,2.16112,0.92942,1.99081,4.10413,0.73055,0,1.3763,1.6305
520,21.9569,2,4,0,5,3,4,2,0,0,1,2,4.84741,0,0,0.3936,0,1.28603,4.22778,0,0,1.46221,0.16304
521,21.9623,1,2,2,0,0,1,3,0,2,4,0,1.95968,2.06748,0,5.24993,0.94887,3.595,2.50656,0,0,1.2647,0.7062
522,22.0308,2,0,0,0,0,1,1,1,0,5,0,1.35133,1.61836,1.5868,0,0,1.45804,2.84041,0,1.22133,4.39948,0
523,22.0944,1,2,0,4,0,4,5,0,2,0,0,1.58543,0,0,0,0,1.97949,0.33249,0.16171,0,4.15365,0
524,22.2473,1,4,0,0,0,3,2,0,0,6,3,1.11089,0.49404,0,4.34385,0,2.8971,3.28834,0,0.4707,0,0
525,22.3206,3,0,1,1,0,3,1,0,1,1,1,1.17265,2.68676,0,0,0,1.62474,1.20627,0,0,5.03638,1.69143
526,22.4544,1,0,0,1,1,2,1,1,0,2,0,1.64739,0,0.96688,1.13971,0,3.93152,1.33658,0,0.93778,1.05897,0.9646
527,22.5691,0,2,1,3,1,4,2,1,0,2,1,0.81627,0,0,0.40313,0.01362,2.1109,0.63394,1.41706,0,2.30715,0
528,22.641,1,2,0,1,0,3,1,0,2,5,5,0,1.94444,0.48971,2.91881,0.54734,3.49328,2.94202,0.28877,0,2.55823,0.34739
529,22.7293,2,1,0,2,1,2,0,1,0,5,0,1.13667,2.04623,0,1.90274,0,3.04109,0.19362,0,1.07438,4.85148,4.68305
530,22.8075,1,3,0,2,0,6,0,1,1,3,2,1.73285,1.95533,0,1.88353,0.7638,2.87165,0,0.01011,0,5.94945,0
531,22.852,1,1,1,2,2,3,2,0,2,4,2,1.05777,1.22927,0,2.12146,0,7.69008,0,0.32474,1.39409,3.98022,0.36214
532,22.8882,0,0,0,1,0,1,0,0,1,3,0,0.44824,0.676,0.86878,2.37366,1.23632,3.75813,1.15912,0,1.999,4.11287,1.38074
533,22.9809,1,1,2,3,0,1,3,0,0,4,3,0,0,0,1.23323,0,1.51995,0,0,0.10906,3.62136,0
534,23.0454,1,0,0,1,0,7,3,0,0,3,1,1.05405,0.01346,0.13246,1.09779,0,1.29656,3.02637,0,0,3.4207,0.34251
535,23.164,0,2,0,1,1,5,0,1,1,9,2,0.15604,0,0,0.75853,0,6.93889,2.5551,0,0,3.03853,0.37282
536,23.2845,2,0,0,4,0,1,0,0,0,4,0,0,1.59672,0,1.41368,0.88413,6.9131,0,0.59802,0.84072,9.37511,1.66602
537,23.3973,0,2,1,1,0,3,2,0,0,7,2,0.68836,0,0,5.54853,0,0.2132,0,0,0,5.21833,0
538,23.5211,1,0,0,0,1,0,7,0,2,4,1,0,0.57392,0.84718,0.01145,0,1.17264,1.52607,0,0,6.73221,0.69674
539,23.6035,1,0,0,1,0,2,3,1,0,1,0,1.03162,0,0,0,0.76029,0,6.41273,0,1.6392,3.53995,0.78264
540,23.7056,2,2,0,2,0,3,0,0,1,4,1,1.76053,0,0,1.81092,0,2.25628,2.82291,0.96761,0,1.76372,0
541,23.7929,0,3,1,4,0,2,1,0,2,3,2,0.33519,0.30812,0,1.34062,0,2.22333,0,0,0.12754,0.94325,0.05494
542,23.8281,0,3,1,1,0,1,1,0,0,7,2,0,2.18693,0.67062,3.86506,0,1.98759,0.41511,0,0.91284,5.65494,1.07424
543,23.8845,1,0,0,3,0,0,0,1,0,3,0,0,2.59044,0.821,1.71815,0,0.85517,0.99359,0,0,6.09912,1.99942
544,23.9274,1,1,0,0,1,3,2,0,2,4,0,1.11025,0,0,2.06342,0,0,0,0.07225,0,3.64372,0
545,23.9643,1,3,0,0,0,0,1,0,2,3,1,0.5511,0.50784,0,0,0.43425,1.33461,0.7497,0,0.96318,3.63788,0
546,23.9899,0,1,0,2,0,1,1,0,0,5,0,0.8702,3.13955,0,0,0,0,0.7799,0,1.71958,2.87271,0.9854
547,24.0294,2,0,1,1,0,1,2,0,0,5,1,0,0.94055,0,1.06616,0,1.1223,1.25323,0,0,9.00355,0
548,24.0906,0,1,0,4,1,0,2,1,0,5,3,1.06821,0,0.60966,1.5548,0,0.64357,2.59716,0,0,5.13523,1.24637
549,24.1469,1,0,1,3,0,1,1,0,0,2,0,0,0.87779,0,2.46375,0.91403,0,2.24772,0.81035,0,4.98161,3.09332
550,24.1545,2,1,0,3,2,4,1,2,1,8,0,1.37881,0,0.00046,3.06822,0,0.24763,0.43189,0,0,4.41042,0
551,24.2168,1,2,0,2,6,5,1,0,1,2,1,1.80125,1.03637,0,3.32729,0.68124,1.72752,0.22212,0.74292,1.82248,8.63197,0
552,24.2856,2,0,0,2,0,1,0,0,0,3,0,1.81054,1.69779,0,2.88854,5.78226,4.94876,0.8705,0,0.16384,4.52173,0.78233
553,24.3271,0,3,2,3,1,4,1,1,0,3,1,1.12176,0,0,2.55107,0,2.06111,0,0,0,4.0382,0
554,24.3695,1,0,0,3,0,4,3,0,1,5,1,0,0.73845,0.35886,2.83293,0.13611,3.65407,1.0434,0.12054,0,3.15599,0.12984
555,24.4261,0,0,0,1,0,4,3,1,0,1,0,0.7181,0,0,2.29251,0,4.58673,3.82492,0,0.57794,4.42781,0.60347
556,24.4435,0,0,0,0,0,2,2,0,0,3,0,0,0,0,1.19535,0,3.891,3.3393,0.22723,0,1.50649,0
557,24.4976,2,3,0,1,2,5,5,0,4,4,1,0,0,0,0,0,3.06438,1.56341,0,0,3.46265,0
558,24.5498,1,0,0,0,1,0,0,0,1,0,0,1.71524,2.04594,0,0.72818,0.9784,3.26441,4.99093,0,4.10565,3.32267,0.44198
